# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 13 14:59:50 2013
#
#rowid	kepid	kepoi_name	koi_pdisposition	koi_disposition	koi_period	koi_time0bk	koi_depth	koi_duration	koi_ingress	koi_impact	koi_incl	koi_sma	koi_eccen	koi_longp	koi_dor	koi_ror	koi_prad	koi_teq	koi_steff	koi_slogg	koi_srad	koi_smet	koi_smass	koi_sage	koi_vet_stat
131	11414511	K00767.01	CANDIDATE	CANDIDATE	2.81650521	170.9669080	16936	2.4984		0.0200	89.95	0.037	0		9.640000	0.11722	12.00	1241.0	5597.00	4.440	0.9400			9.6000	Active
132	11442465	K00768.01	FALSE POSITIVE	FALSE POSITIVE	33.93380000	186.6747000	7840	12.6851		0.8100	86.52	0.189	0		13.200000	0.09315	6.99	425.0	5049.00	4.660	0.6870			0.8000	Active
133	11460018	K00769.01	CANDIDATE	CANDIDATE	4.28096900	171.8946000	690	3.0192		0.7100	84.80	0.050	0		8.100000	0.02600	2.30	1009.0	5629.00	4.570	0.8200			0.5000	Active
134	11463211	K00770.01	FALSE POSITIVE	FALSE POSITIVE	1.50635700	170.9962300	2233	1.3345		0.5100	86.52	0.025	0		7.800000	0.04490	4.20	1468.0	5716.00	4.560	0.8500			0.4000	Active
135	11465813	K00771.01	CANDIDATE	CANDIDATE	670.65000000	209.0384000	16760	60.0259		0.8525	89.38	1.502	0		65.000000	0.14000	15.70	201.0	5517.00	4.410	1.0300			6.1000	Active
136	11493732	K00772.01	CANDIDATE	CANDIDATE	61.25714000	173.8345000	5073	7.4180		0.9940	88.24	0.310	0		31.500000	0.11300	13.10	500.0	6110.00	4.400	1.0700			3.1000	Active
137	11507101	K00773.01	CANDIDATE	CANDIDATE	38.37784000	172.8166000	664	5.7430		0.0200	89.95	0.223	0		52.000000	0.02330	2.30	523.0	5899.00	4.530	0.9000			0.4000	Active
138	9579641	K00115.02	CANDIDATE	CANDIDATE	7.12596700	139.0032000	185	2.8255		0.5580	88.24	0.077	0		16.300000	0.01296	1.91	1182.0	6398.00	4.250	1.3500			3.1700	Active
139	11656840	K00774.01	CANDIDATE	CANDIDATE	7.44266230	169.9706210	24475	2.3182		0.0230	89.95	0.076	0		28.000000	0.14258	16.00	984.0	6129.00	4.460	1.0100			1.1000	Active
140	11754553	K00775.01	CANDIDATE	CONFIRMED	16.38500000	172.7255000	1000	3.1252		0.8000	88.24	0.105	0		26.000000	0.03230	1.93	425.0	4222.00	4.720	0.5480			13.8000	Active
141	8039892	K00903.01	FALSE POSITIVE	FALSE POSITIVE	5.00731200	173.4334300	6973	4.2333		0.3410	87.66	0.057	0		9.250000	0.07659	7.40	1025.0	5878.00	4.540	0.8900			0.4000	Active
142	8150320	K00904.01	CANDIDATE	CANDIDATE	2.21100000	170.1517354	592	1.7211		0.7332	84.22	0.029	0		7.067928	0.02410	1.59	906.0	4509.00	4.680	0.6020			14.0000	Active
143	8150320	K00904.02	CANDIDATE	CONFIRMED	27.95369000	178.7505800	739	5.6958		0.0415	89.95	0.155	0		38.357040	0.02380	1.56	392.0	4509.00	4.680	0.6020			14.0000	Active
144	11086270	K00124.01	CANDIDATE	CANDIDATE	12.69115000	137.1212000	260	4.1529		0.9030	85.37	0.109	0		10.980000	0.01747	3.01	990.0	5899.00	4.070	1.5800			7.2000	Active
145	8150320	K00904.03	CANDIDATE	CONFIRMED	42.14300000	139.0215500	937	6.4740		0.1619	89.95	0.203	0		50.431850	0.02690	1.77	343.0	4509.00	4.680	0.6020			14.0000	Active
146	8150320	K00904.04	CANDIDATE	CANDIDATE	4.61800000	135.0460700	436	2.2991		0.6910	86.52	0.047	0		11.547591	0.02030	1.34	712.0	4509.00	4.680	0.6020			14.0000	Active
147	8150320	K00904.05	CANDIDATE	CANDIDATE	10.19900000	137.9158560	572	2.3406		0.8403	87.66	0.079	0		19.584474	0.02500	1.67	549.0	4509.00	4.680	0.6020			14.0000	Active
148	8180063	K00905.01	FALSE POSITIVE	FALSE POSITIVE	5.79506000	172.6976000	1778	3.1661		0.9477	81.36	0.063	0		6.370000	0.04934	4.87	988.0	5912.00	4.530	0.9100			0.3000	Active
149	8226994	K00906.01	CANDIDATE	CANDIDATE	7.15681600	174.1343000	850	2.6287		0.6100	88.24	0.066	0		17.200000	0.02770	2.30	761.0	5099.00	4.560	0.7600			13.2000	Active
150	8226994	K00906.02	CANDIDATE	CANDIDATE	17.64822000	133.5464000	768	2.2768		0.8800	88.24	0.121	0		31.000000	0.03040	2.50	562.0	5099.00	4.560	0.7600			13.2000	Active
151	8226994	K00906.03	CANDIDATE	CANDIDATE	4.14787000	133.4101000	169	2.3997		0.4500	87.66	0.046	0		12.000000	0.01200	0.99	912.0	5099.00	4.560	0.7600			13.2000	Active
152	8247638	K00907.01	CANDIDATE	CANDIDATE	16.51395000	176.1179000	907	4.3213		0.7980	87.66	0.125	0		19.100000	0.03058	3.60	765.0	5870.00	4.340	1.0900			7.9000	Active
153	8247638	K00907.02	CANDIDATE	CANDIDATE	30.13254000	190.3864000	981	5.0972		0.8170	88.24	0.187	0		28.500000	0.03210	3.80	625.0	5870.00	4.340	1.0900			7.9000	Active
154	8247638	K00907.03	CANDIDATE	CANDIDATE	4.79087300	136.3118000	190	2.8012		0.7890	84.80	0.055	0		8.400000	0.01395	1.66	1153.0	5870.00	4.340	1.0900			7.9000	Active
155	11086270	K00124.02	CANDIDATE	CANDIDATE	31.71987000	142.8190000	359	5.3504		0.9180	87.66	0.200	0		20.200000	0.02083	3.59	731.0	5899.00	4.070	1.5800			7.2000	Active
156	11754553	K00775.02	CANDIDATE	CONFIRMED	7.87735600	176.3769000	1297	2.4223		0.8100	87.09	0.065	0		16.000000	0.03700	2.21	541.0	4222.00	4.720	0.5480			13.8000	Active
157	11754553	K00775.03	CANDIDATE	CANDIDATE	36.44591000	151.5963000	1040	4.1756		0.7900	88.81	0.179	0		44.000000	0.03270	1.96	326.0	4222.00	4.720	0.5480			13.8000	Active
158	11812062	K00776.01	CANDIDATE	CANDIDATE	3.72873250	171.7925600	5149	2.6047		0.0300	89.95	0.045	0		11.700000	0.06420	5.50	1013.0	5482.00	4.590	0.7900			0.5000	Active
159	11818800	K00777.01	CANDIDATE	CANDIDATE	40.41943000	173.5643000	6061	3.1322		0.8810	89.38	0.219	0		62.000000	0.08480	8.10	488.0	5518.00	4.480	0.8800			8.6000	Active
160	11853255	K00778.01	CANDIDATE	CANDIDATE	2.24338000	170.6785000	791	1.0671		0.6400	87.09	0.028	0		12.900000	0.02700	1.61	822.0	4215.00	4.720	0.5470			13.9000	Active
161	11909839	K00779.01	FALSE POSITIVE	FALSE POSITIVE	10.40595590	177.1980800	14610	6.4079		0.0240	89.95	0.091	0		13.780000	0.10966	12.10	855.0	5814.00	4.400	1.0100			7.2000	Active
162	11918099	K00780.01	CANDIDATE	CANDIDATE	2.33745510	171.7587600	950	1.9584		0.2400	88.24	0.031	0		9.100000	0.02760	2.03	1020.0	4963.00	4.660	0.6700			1.8000	Active
163	11918099	K00780.02	CANDIDATE	CANDIDATE	7.24068000	137.7560000	535	1.0123		0.9660	87.09	0.067	0		19.400000	0.02910	2.10	694.0	4963.00	4.660	0.6700			1.8000	Active
164	9579641	K00115.03	CANDIDATE	CANDIDATE	3.43584000	132.6570000	22	2.6142		0.1200	89.38	0.047	0		10.000000	0.00434	0.64	1513.0	6398.00	4.250	1.3500			3.1700	Active
165	11923270	K00781.01	CANDIDATE	CANDIDATE	11.59819200	180.3948400	2928	2.4781		0.7100	88.81	0.082	0		28.000000	0.05310	2.99	441.0	3983.00	4.740	0.5160			13.8000	Active
166	11960862	K00782.01	CANDIDATE	CANDIDATE	6.57532400	173.6328600	2741	4.2910		0.3000	88.81	0.069	0		11.800000	0.04813	5.50	1030.0	6014.00	4.410	1.0400			4.1000	Active
167	12020329	K00783.01	CANDIDATE	CANDIDATE	7.27502600	169.9945800	3076	7.5923		0.5956	84.80	0.070	0		6.400000	0.05247	4.30	782.0	5379.00	4.610	0.7600			0.6000	Active
168	12066335	K00784.01	CANDIDATE	CANDIDATE	19.27147000	186.7750000	1199	2.9239		0.5000	89.38	0.117	0		45.400000	0.03200	1.93	406.0	4237.00	4.720	0.5510			13.8000	Active
169	12066335	K00784.02	CANDIDATE	CANDIDATE	10.06518600	136.2891000	922	1.4732		0.8700	88.24	0.076	0		29.400000	0.03300	1.97	503.0	4237.00	4.720	0.5510			13.8000	Active
170	12070811	K00785.01	CANDIDATE	CANDIDATE	12.39343000	178.7492000	942	3.5953		0.8100	87.09	0.102	0		16.900000	0.03130	2.80	701.0	5605.00	4.580	0.8200			0.4000	Active
171	12110942	K00786.01	CANDIDATE	CANDIDATE	3.68993800	170.3633000	454	2.5319		0.2200	88.81	0.047	0		11.100000	0.01940	1.88	1122.0	5853.00	4.540	0.8900			0.3000	Active
172	12366084	K00787.01	CANDIDATE	CANDIDATE	4.43118500	171.0170000	1043	3.2276		0.1000	89.38	0.052	0		10.800000	0.02900	2.80	1047.0	5774.00	4.540	0.8800			1.4000	Active
173	12366084	K00787.02	CANDIDATE	CANDIDATE	11.37934400	133.8511000	1072	2.3699		0.8770	87.66	0.098	0		20.200000	0.03520	3.40	762.0	5774.00	4.540	0.8800			1.4000	Active
174	12404086	K00788.01	CANDIDATE	CANDIDATE	26.39452000	176.0527000	1524	3.5254		0.7600	88.81	0.160	0		40.000000	0.03930	3.00	469.0	5070.00	4.630	0.7000			4.0000	Active
175	8395660	K00116.01	CANDIDATE	CANDIDATE	13.57100000	136.2798900	504	3.2469		0.6721	88.24	0.111	0		24.589692	0.02180	2.47	791.0	5865.00	4.410	1.0400			5.2000	Active
176	12459725	K00789.01	FALSE POSITIVE	FALSE POSITIVE	14.18020000	171.4952000	518	2.5461		0.0330	89.95	0.114	0		45.130000	0.02280	2.16	703.0	5779.00	4.550	0.8700			0.4000	Active
177	12470844	K00790.01	CANDIDATE	CANDIDATE	8.47239600	174.1613000	1041	2.6981		0.5100	88.81	0.077	0		21.000000	0.03000	2.46	734.0	5331.00	4.620	0.7510			0.6000	Active
178	12470844	K00790.02	CANDIDATE	CANDIDATE	60.41916000	181.1621000	962	4.9690		0.5700	89.38	0.286	0		80.000000	0.02920	2.40	381.0	5331.00	4.620	0.7510			0.6000	Active
179	12644822	K00791.01	CANDIDATE	CANDIDATE	12.61190400	180.8918000	6053	5.1650		0.5820	88.24	0.104	0		16.800000	0.07372	7.10	739.0	5760.00	4.530	0.8800			2.0000	Active
180	2440757	K00792.01	FALSE POSITIVE	FALSE POSITIVE	1.43376870	170.4032500	1830	1.4327		0.9800	67.61	0.026	0		2.600000	0.06800	8.20	1718.0	5990.00	4.400	1.1000				Active
181	2445129	K00793.01	FALSE POSITIVE	FALSE POSITIVE	10.31864700	173.3151000	703	2.7951		0.0290	89.95	0.092	0		29.850000	0.02443	2.70	856.0	5859.00	4.410	1.0100			6.1000	Active
182	2713049	K00794.01	CANDIDATE	CANDIDATE	2.53917000	169.6748000	398	2.5413		0.8520	79.07	0.037	0		4.400000	0.02090	2.20	1337.0	5980.00	4.490	0.9500			1.5000	Active
183	3114167	K00795.01	CANDIDATE	CANDIDATE	6.77027800	170.5774000	1355	1.9859		0.8000	87.09	0.069	0		17.100000	0.03740	3.50	898.0	5766.00	4.550	0.8600			0.4000	Active
184	3114661	K00796.01	FALSE POSITIVE	FALSE POSITIVE	0.44429302	169.8639300	11495	1.5299		1.2200		0.011	0		1.050000	0.36000	30.00	1961.0	5360.00	4.620	0.7600			0.6000	Active
185	3115833	K00797.01	CANDIDATE	CANDIDATE	10.18158200	177.1412400	5817	3.4972		0.9250	85.94	0.094	0		12.700000	0.08720	9.10	849.0	6050.00	4.500	0.9500			0.3000	Active
186	8395660	K00116.02	CANDIDATE	CANDIDATE	43.84445000	151.9343600	613	6.3276		0.1206	89.95	0.244	0		53.739544	0.02230	2.52	533.0	5865.00	4.410	1.0400			5.2000	Active
187	3120431	K00798.01	FALSE POSITIVE	FALSE POSITIVE	3.34190500	171.6434000	770	2.7360		0.2300	88.81	0.041	0		9.500000	0.02700	2.30	1012.0	5249.00	4.550	0.7800			9.2000	Active
188	3246984	K00799.01	FALSE POSITIVE	FALSE POSITIVE	1.62663740	169.8190300	1645	2.2178		0.9820	66.46	0.026	0		2.447000	0.05960	6.40	1557.0	5736.00	4.410	0.9800			8.1000	Active
189	3342970	K00800.01	CANDIDATE	CANDIDATE	2.71148200	170.0365000	888	3.1265		0.7670	80.21	0.039	0		4.630000	0.02983	3.20	1372.0	6157.00	4.480	1.0000			0.3000	Active
190	3342970	K00800.02	CANDIDATE	CANDIDATE	7.21203100	172.8170000	945	4.2050		0.7790	84.80	0.075	0		8.900000	0.03092	3.40	990.0	6157.00	4.480	1.0000			0.3000	Active
191	3351888	K00801.01	CANDIDATE	CANDIDATE	1.62552343	170.8256880	8047	2.3893		0.0100	89.95	0.026	0		5.650000	0.08055	8.70	1524.0	5612.00	4.390	0.9900			11.3000	Active
192	3453214	K00802.01	CANDIDATE	CANDIDATE	19.62034200	181.8812100	20750	1.9819		0.4400	89.95	0.141	0		79.000000	0.13420	12.80	637.0	5803.00	4.550	0.8700			0.4000	Active
193	3554600	K00803.01	FALSE POSITIVE	FALSE POSITIVE	7.54418000	171.7906000	326	5.4348		0.6800	85.37	0.074	0		8.000000	0.02030	1.84	834.0	5648.00	4.570	0.8300			0.4000	Active
194	3641726	K00804.01	CANDIDATE	CANDIDATE	9.02930500	177.2039000	1015	3.1352		0.4700	88.81	0.079	0		20.100000	0.02940	2.60	756.0	5331.00	4.520	0.8200			9.7000	Active
195	3734868	K00805.01	CANDIDATE	CANDIDATE	10.32801860	174.5810900	17136	7.9635		0.4588	87.66	0.089	0		10.169000	0.12165	13.40	831.0	5604.00	4.370	1.0100			12.0000	Active
196	3832474	K00806.01	CANDIDATE	CONFIRMED	143.21295000	154.2180000	10473	8.6800		0.3440	89.95	0.530	0		130.700000	0.09288	9.53	321.0	5461.00	4.480	0.9400			4.8000	Active
197	8395660	K00116.03	CANDIDATE	CANDIDATE	6.16500000	135.6339600	57	2.7477		0.5455	87.66	0.066	0		14.531355	0.00720	0.81	1025.0	5865.00	4.410	1.0400			5.2000	Active
198	3832474	K00806.02	CANDIDATE	CONFIRMED	60.32293100	243.9063700	20046	6.6833		0.3740	89.95	0.298	0		73.500000	0.12915	13.20	428.0	5461.00	4.480	0.9400			4.8000	Active
199	3832474	K00806.03	CANDIDATE	CONFIRMED	29.16392000	150.7000000	492	4.2621		0.5400	89.38	0.184	0		45.300000	0.02060	2.11	544.0	5461.00	4.480	0.9400			4.8000	Active
200	3836375	K00807.01	FALSE POSITIVE	FALSE POSITIVE	1.54039000	170.5055000	1124	1.8046		0.0753	89.38	0.025	0		7.375000	0.03409	3.00	1396.0	5565.00	4.580	0.8100			0.5000	Active
201	3838486	K00808.01	FALSE POSITIVE	FALSE POSITIVE	2.99025000	171.9864300	701	5.2393		0.0034	89.95	0.035	0		4.483000	0.02458	1.67	857.0	4606.00	4.660	0.6230			13.8000	Active
202	3935914	K00809.01	CANDIDATE	CANDIDATE	1.59474469	170.6476980	15193	1.9519		0.4940	85.37	0.027	0		6.290000	0.11587	12.10	1569.0	5973.00	4.480	0.9600			2.0000	Active
203	3940418	K00810.01	CANDIDATE	CANDIDATE	4.78300000	170.5080000	1023	2.4966		0.7400	85.94	0.050	0		10.600000	0.03180	2.60	864.0	5073.00	4.570	0.7400			12.8000	Active
204	4049131	K00811.01	CANDIDATE	CANDIDATE	20.50593500	181.4332000	2229	4.3352		0.7900	88.24	0.131	0		25.000000	0.04850	3.60	493.0	4869.00	4.610	0.6900			13.9000	Active
205	4139816	K00812.01	CANDIDATE	CANDIDATE	3.34021900	171.9779000	1668	1.9010		0.1300	89.38	0.037	0		13.800000	0.03600	2.17	723.0	4243.00	4.720	0.5520			13.9000	Active
206	4139816	K00812.02	CANDIDATE	CANDIDATE	20.06057000	147.4599000	1504	3.2659		0.3500	89.38	0.121	0		45.600000	0.03480	2.10	400.0	4243.00	4.720	0.5520			13.9000	Active
207	4139816	K00812.03	CANDIDATE	CANDIDATE	46.18288000	165.2447000	1410	4.4993		0.2000	89.95	0.210	0		80.000000	0.03320	2.00	303.0	4243.00	4.720	0.5520			13.9000	Active
208	8395660	K00116.04	CANDIDATE	CANDIDATE	23.98000000	147.5281600	79	4.6795		0.4171	89.38	0.163	0		35.941053	0.00820	0.93	653.0	5865.00	4.410	1.0400			5.2000	Active
209	4139816	K00812.04	CANDIDATE	CANDIDATE	7.82496000	136.5535000	554	2.3312		0.3800	89.38	0.064	0		24.400000	0.02120	1.28	550.0	4243.00	4.720	0.5520			13.9000	Active
210	4275191	K00813.01	CANDIDATE	CANDIDATE	3.89593090	170.5270900	8650	2.3271		0.5100	87.66	0.047	0		12.300000	0.08680	7.70	1025.0	5582.00	4.580	0.8100			0.6000	Active
211	4476123	K00814.01	CANDIDATE	CANDIDATE	22.36658000	175.4538000	1022	5.5757		0.8150	87.66	0.149	0		19.500000	0.03290	2.80	545.0	5424.00	4.600	0.7700			0.6000	Active
212	4544670	K00815.01	CANDIDATE	CANDIDATE	34.84409000	172.6319000	4778	3.0429		1.2800	88.24	0.198	0		39.000000	0.35000	33.00	509.0	5505.00	4.490	0.8700			8.4000	Active
213	4664847	K00816.01	CANDIDATE	CANDIDATE	7.74808300	174.9971000	2334	3.5091		0.0000	89.95	0.075	0		17.600000	0.04360	4.30	889.0	5788.00	4.500	0.9100			3.5000	Active
214	4725681	K00817.01	CANDIDATE	CANDIDATE	23.96812000	186.2181000	1155	4.0226		0.3100	89.38	0.133	0		45.000000	0.03040	1.74	355.0	4055.00	4.740	0.5240			13.7000	Active
215	4725681	K00817.02	CANDIDATE	CANDIDATE	8.29561000	135.7924000	903	1.4040		0.9100	87.66	0.066	0		22.100000	0.03430	1.96	504.0	4055.00	4.740	0.5240			13.7000	Active
216	4913852	K00818.01	CANDIDATE	CANDIDATE	8.11436800	176.3391000	1613	2.4403		0.8000	87.09	0.064	0		17.100000	0.04120	2.29	490.0	3935.00	4.750	0.5090			13.9000	Active
217	4932348	K00819.01	FALSE POSITIVE	FALSE POSITIVE	38.03675680	196.9337800	82066	3.6902		0.5190	89.95	0.212	0		98.320000	0.27017	22.70	456.0	5420.00	4.610	0.7700			0.5000	Active
218	4936180	K00820.01	FALSE POSITIVE	FALSE POSITIVE	4.64092640	173.7197900	3879	1.6266		1.3800	79.64	0.058	0		7.600000	0.44000	57.00	1295.0	6546.00	4.390	1.1700			0.2400	Active
219	11913073	K00011.01	FALSE POSITIVE	FALSE POSITIVE	3.74783740	171.6638900	714	3.6985		0.0300	89.95	0.045	0		7.981000	0.02384	2.05	1011.0	5478.00	4.590	0.7900			0.6000	Active
220	10875245	K00117.01	CANDIDATE	CANDIDATE	14.74910200	138.7788000	420	6.7159		0.9182	83.08	0.125	0		7.620000	0.02271	2.93	807.0	5949.00	4.370	1.1800			2.3000	Active
221	5021899	K00821.01	CANDIDATE	CANDIDATE	21.81293000	174.0073000	1230	4.4629		0.7100	88.81	0.145	0		28.000000	0.03440	3.60	627.0	5535.00	4.410	0.9500			12.2000	Active
222	5077629	K00822.01	CANDIDATE	CANDIDATE	7.91937040	172.1801100	15146	3.2647		0.7230	87.66	0.077	0		15.900000	0.12198	11.30	840.0	5729.00	4.560	0.8500			0.4000	Active
223	5115978	K00823.01	CANDIDATE	CANDIDATE	1.02841400	170.2317400	5867	1.3049		0.7200	81.36	0.021	0		4.900000	0.07540	8.70	1964.0	6265.00	4.430	1.0600			0.9000	Active
224	5164255	K00824.01	CANDIDATE	CANDIDATE	15.37587100	173.6070800	16135	3.3973		0.6400	88.81	0.109	0		31.900000	0.12190	9.60	565.0	4981.00	4.580	0.7200			14.0000	Active
225	5252423	K00825.01	CANDIDATE	CANDIDATE	8.10361300	176.9498000	866	3.3816		0.8200	85.94	0.070	0		11.400000	0.03090	2.29	664.0	4833.00	4.620	0.6790			13.8000	Active
226	5252423	K00825.02	CANDIDATE	CANDIDATE	4.71497400	134.9703000	385	2.4914		0.8600	83.65	0.049	0		8.000000	0.02140	1.58	794.0	4833.00	4.620	0.6790			13.8000	Active
227	5272878	K00826.01	CANDIDATE	CANDIDATE	6.36581500	171.1351000	792	3.0807		0.7000	86.52	0.067	0		11.900000	0.02750	2.59	916.0	5780.00	4.550	0.8600			0.4000	Active
228	5283542	K00827.01	FALSE POSITIVE	FALSE POSITIVE	5.97580700	174.7759000	870	2.7555		0.9010	83.65	0.066	0		8.400000	0.03220	3.40	1031.0	6091.00	4.490	0.9700			0.4000	Active
229	5287983	K00828.01	FALSE POSITIVE	FALSE POSITIVE	2.50709970	170.9997200	1660	1.4949		0.9500	78.50	0.036	0		4.800000	0.05150	5.00	1296.0	5886.00	4.530	0.9000			0.4000	Active
230	5358241	K00829.01	CANDIDATE	CONFIRMED	18.64895000	174.7761000	895	4.4815		0.7600	88.24	0.141	0		22.100000	0.02990	3.10	703.0	6086.00	4.490	0.9700			0.3000	Active
231	10875245	K00117.02	CANDIDATE	CANDIDATE	4.90146700	138.6039000	140	4.4100		0.9240	75.63	0.060	0		3.650000	0.01321	1.71	1165.0	5949.00	4.370	1.1800			2.3000	Active
232	5358241	K00829.02	CANDIDATE	CANDIDATE	9.75193000	138.7846000	422	4.0291		0.6600	87.09	0.091	0		14.400000	0.01987	2.10	875.0	6086.00	4.490	0.9700			0.3000	Active
233	5358241	K00829.03	CANDIDATE	CONFIRMED	38.55831000	163.8482000	1004	5.0162		0.8330	88.81	0.228	0		36.000000	0.03280	3.50	553.0	6086.00	4.490	0.9700			0.3000	Active
234	5358624	K00830.01	CANDIDATE	CANDIDATE	3.52563247	170.0472680	22473	2.5986		0.0260	89.95	0.042	0		11.760000	0.13283	9.77	881.0	4988.00	4.670	0.6740			0.9000	Active
235	5370302	K00831.01	FALSE POSITIVE	FALSE POSITIVE	3.90432752	173.3938600	15807	3.4687		0.6900	84.22	0.048	0		7.050000	0.12400	11.70	1082.0	5779.00	4.550	0.8600			0.4000	Active
236	5372966	K00832.01	FALSE POSITIVE	FALSE POSITIVE	9.28635700	171.8207300	44853	3.9921		0.0000	89.95	0.085	0		21.141320	0.18990	18.30	812.0	5712.00	4.520	0.8800			3.4000	Active
237	5376067	K00833.01	CANDIDATE	CANDIDATE	3.95141770	173.2746900	2525	2.2765		1.3700	73.91	0.050	0		5.020000	0.42000	44.00	1181.0	6093.00	4.500	0.9700			0.3000	Active
238	5436502	K00834.01	CANDIDATE	CANDIDATE	23.65359300	171.3765000	3400	8.9456		0.8054	86.52	0.160	0		13.940000	0.05955	5.60	593.0	5779.00	4.550	0.9000			0.5000	Active
239	5436502	K00834.02	CANDIDATE	CANDIDATE	13.23580000	140.2198000	546	6.3978		0.8330	84.80	0.108	0		9.460000	0.02422	2.30	722.0	5779.00	4.550	0.9000			0.5000	Active
240	5436502	K00834.03	CANDIDATE	CANDIDATE	6.15554100	134.8249000	298	4.9525		0.8290	81.36	0.065	0		5.680000	0.01787	1.70	931.0	5779.00	4.550	0.9000			0.5000	Active
241	5436502	K00834.04	CANDIDATE	CANDIDATE	2.09087900	134.1583000	121	3.3477		0.8510	72.19	0.032	0		2.765000	0.01157	1.10	1327.0	5779.00	4.550	0.9000			0.5000	Active
242	10875245	K00117.03	CANDIDATE	CANDIDATE	3.17996200	133.5041000	117	3.7308		0.9320	69.90	0.045	0		2.740000	0.01222	1.58	1345.0	5949.00	4.370	1.1800			2.3000	Active
243	5436502	K00834.05	CANDIDATE	CANDIDATE	50.44540000	178.5200000	376	7.8835		0.9060	87.66	0.265	0		23.090000	0.02127	2.00	461.0	5779.00	4.550	0.9000			0.5000	Active
244	5456651	K00835.01	CANDIDATE	CANDIDATE	11.76305700	180.9363000	990	3.0230		0.7200	88.24	0.092	0		21.900000	0.03110	2.25	586.0	4941.00	4.670	0.6640			0.8000	Active
245	5456651	K00835.02	CANDIDATE	CANDIDATE	56.22794000	132.2901000	818	3.7469		0.8800	89.38	0.262	0		62.000000	0.03140	2.28	347.0	4941.00	4.670	0.6640			0.8000	Active
246	5481416	K00836.01	FALSE POSITIVE	FALSE POSITIVE	2.38403820	171.5839000	1212	2.2137		0.0160	89.95	0.031	0		8.590000	0.03236	2.36	983.0	4796.00	4.620	0.6690			13.9000	Active
247	5531576	K00837.01	CANDIDATE	CANDIDATE	7.95355800	174.6610000	895	2.6453		0.5000	88.81	0.071	0		20.600000	0.02760	1.99	662.0	4921.00	4.670	0.6610			0.9000	Active
248	5531576	K00837.02	CANDIDATE	CANDIDATE	4.14453800	135.9263000	379	2.2090		0.4100	88.24	0.046	0		13.400000	0.01770	1.28	823.0	4921.00	4.670	0.6610			0.9000	Active
249	5534814	K00838.01	CANDIDATE	CANDIDATE	4.85938430	173.0108300	5711	2.2473		0.9980	83.08	0.057	0		8.600000	0.12300	13.20	1107.0	6045.00	4.470	0.9800			1.7000	Active
250	5649215	K00839.01	FALSE POSITIVE	FALSE POSITIVE	2.44673230	170.6696900	3019	3.2717		1.3700	35.52	0.035	0		1.690000	0.43000	40.00	1251.0	5741.00	4.560	0.8500			0.4000	Active
251	5651104	K00840.01	FALSE POSITIVE	FALSE POSITIVE	3.04032930	169.9483300	9577	1.8021		0.7140	85.94	0.037	0		10.800000	0.09650	7.70	979.0	5004.00	4.580	0.7300			13.9000	Active
252	5792202	K00841.01	CANDIDATE	CONFIRMED	15.33524400	174.0020000	2968	3.9354		0.8390	87.66	0.121	0		19.200000	0.05706	5.72	656.0	5399.00	4.510	0.9190			1.9000	Active
253	10875245	K00117.04	CANDIDATE	CANDIDATE	7.95792000	137.8159000	52	4.2797		0.9460	79.07	0.083	0		5.050000	0.00833	1.08	991.0	5949.00	4.370	1.1800			2.3000	Active
254	5792202	K00841.02	CANDIDATE	CONFIRMED	31.33055400	153.4291000	4889	5.2233		0.8360	88.24	0.194	0		30.800000	0.07316	7.34	518.0	5399.00	4.510	0.9190			1.9000	Active
255	5792202	K00841.03	CANDIDATE	CANDIDATE	6.54630300	133.8540000	747	2.9571		0.8040	85.94	0.068	0		10.900000	0.02792	2.80	876.0	5399.00	4.510	0.9190			1.9000	Active
256	5794379	K00842.01	CANDIDATE	CANDIDATE	12.71807000	175.3540000	1185	3.1446		0.3200	89.38	0.093	0		30.000000	0.03070	2.17	548.0	4709.00	4.640	0.6480			13.9000	Active
257	5794379	K00842.02	CANDIDATE	CANDIDATE	36.06595000	198.5819000	1666	4.3024		0.4200	89.38	0.187	0		61.000000	0.03690	2.61	387.0	4709.00	4.640	0.6480			13.9000	Active
258	5881688	K00843.01	CANDIDATE	CANDIDATE	4.19040910	171.4415500	2876	2.9628		0.6890	85.37	0.051	0		8.600000	0.05230	5.90	1186.0	5956.00	4.400	1.0400			5.1000	Active
259	6022556	K00844.01	CANDIDATE	CANDIDATE	3.70988400	171.9856000	2053	3.0893		0.4000	87.66	0.045	0		8.800000	0.04160	3.60	1028.0	5526.00	4.590	0.8000			0.5000	Active
260	6032497	K00845.01	CANDIDATE	CANDIDATE	16.32986000	177.2907000	1187	6.0136		0.5960	88.24	0.124	0		17.500000	0.03288	3.50	725.0	5846.00	4.440	0.9800			5.4000	Active
261	6061119	K00846.01	CANDIDATE	CANDIDATE	27.80754300	186.7129600	25583	4.1659		0.7844	88.81	0.180	0		43.860000	0.16396	16.20	586.0	5923.00	4.530	0.9100			0.4000	Active
262	6191521	K00847.01	CANDIDATE	CANDIDATE	80.87159000	203.8968000	3600	11.4216		0.6320	89.38	0.361	0		45.900000	0.05766	5.40	391.0	5738.00	4.550	0.8600			0.9000	Active
